A,B,C
935.0,604780.0,k
244.0,745359.0,b
35.0,118513.0,k
474.0,40020.0,b
417.0,156429.0,l
363.0,423298.0,c
480.0,347540.0,b
888.0,528738.0,a
961.0,894593.0,i
453.0,403018.0,f
706.0,778687.0,g
106.0,284823.0,h
546.0,718208.0,c
678.0,80365.0,k
921.0,507055.0,e
221.0,414113.0,c
38.0,677378.0,h
143.0,202108.0,h
418.0,20915.0,l
643.0,540216.0,b
338.0,903838.0,c
682.0,468562.0,e
167.0,433354.0,g
800.0,231188.0,i
797.0,956892.0,a
590.0,491949.0,k
528.0,298997.0,b
839.0,47844.0,d
701.0,470543.0,e
817.0,867625.0,g
68.0,128255.0,d
331.0,710270.0,c
584.0,718817.0,l
707.0,747638.0,k
118.0,418775.0,d
556.0,179286.0,g
101.0,554690.0,g
409.0,873289.0,d
249.0,205375.0,l
309.0,292117.0,a
894.0,580561.0,g
364.0,711336.0,h
762.0,538315.0,g
875.0,223428.0,d
190.0,376065.0,i
230.0,902372.0,h
617.0,555283.0,i
753.0,246718.0,f
757.0,967280.0,g
176.0,457552.0,d
780.0,327481.0,d
660.0,214589.0,j
617.0,493222.0,a
752.0,240323.0,d
865.0,621248.0,d
170.0,998952.0,d
195.0,692340.0,a
909.0,590187.0,a
475.0,741559.0,i
838.0,809294.0,f
1.0,824280.0,l
456.0,725428.0,f
986.0,387183.0,a
905.0,144117.0,a
296.0,893015.0,e
570.0,850023.0,g
284.0,441480.0,b
383.0,59707.0,b
882.0,398088.0,f
659.0,252295.0,f
385.0,383472.0,h
583.0,829098.0,h
931.0,130497.0,b
573.0,521724.0,b
590.0,655029.0,f
103.0,366506.0,c
126.0,64944.0,f
287.0,139381.0,c
62.0,805742.0,g
823.0,276302.0,k
475.0,161443.0,j
223.0,126210.0,b
394.0,582297.0,e
114.0,283057.0,i
359.0,454105.0,l
619.0,427298.0,j
320.0,808226.0,c
330.0,657992.0,k
693.0,827956.0,k
92.0,395266.0,a
345.0,247398.0,k
764.0,376823.0,a
473.0,64642.0,f
124.0,203228.0,j
709.0,558176.0,k
19.0,637922.0,l
418.0,636010.0,g
546.0,308494.0,k
117.0,213719.0,e
650.0,292320.0,j
106.0,524956.0,g
728.0,475159.0,e
842.0,412305.0,a
380.0,520891.0,h
876.0,878267.0,g
648.0,40696.0,h
380.0,846211.0,b
56.0,854446.0,e
91.0,77184.0,k
876.0,617178.0,b
24.0,790912.0,k
692.0,344208.0,h
336.0,253812.0,k
451.0,680241.0,d
141.0,562883.0,g
650.0,651672.0,c
221.0,774084.0,j
413.0,695598.0,a
117.0,365086.0,e
626.0,914340.0,l
210.0,778282.0,h
987.0,928106.0,d
908.0,655022.0,h
752.0,945454.0,i
687.0,221735.0,e
250.0,259007.0,h
299.0,185643.0,h
512.0,461289.0,i
99.0,875178.0,b
768.0,731125.0,i
330.0,909127.0,h
424.0,131037.0,c
53.0,302118.0,j
802.0,836388.0,f
256.0,827055.0,l
136.0,288029.0,i
637.0,989164.0,c
479.0,384832.0,h
275.0,864403.0,l
444.0,122728.0,f
219.0,547992.0,l
699.0,283695.0,a
697.0,458617.0,f
331.0,336123.0,d
554.0,972684.0,j
534.0,143191.0,a
286.0,628922.0,i
642.0,353650.0,a
27.0,601435.0,f
848.0,517949.0,l
275.0,469847.0,a
563.0,415033.0,a
937.0,181676.0,e
945.0,795612.0,k
905.0,352742.0,g
798.0,652444.0,i
408.0,178099.0,b
939.0,847718.0,f
466.0,926869.0,d
616.0,144302.0,i
17.0,189449.0,g
577.0,472950.0,i
905.0,82951.0,j
669.0,339048.0,a
886.0,254438.0,a
254.0,22989.0,g
237.0,798419.0,b
2.0,128218.0,g
497.0,919254.0,h
883.0,853100.0,f
96.0,775720.0,b
839.0,517477.0,k
151.0,129270.0,i
527.0,330326.0,a
429.0,758346.0,k
475.0,734688.0,k
257.0,265648.0,k
488.0,374028.0,c
177.0,54589.0,e
732.0,823152.0,e
370.0,767861.0,e
119.0,585823.0,j
60.0,53504.0,k
719.0,919823.0,b
209.0,685030.0,f
457.0,900062.0,l
73.0,285849.0,i
756.0,648674.0,a
613.0,100003.0,b
277.0,651850.0,d
486.0,458471.0,h
428.0,928319.0,b
734.0,398047.0,h
498.0,870398.0,i
666.0,563366.0,d
416.0,751278.0,j
571.0,57688.0,h
461.0,955487.0,f
708.0,269697.0,b
762.0,164520.0,j
374.0,594343.0,h
224.0,993952.0,g
190.0,68679.0,d
866.0,901450.0,b
803.0,952917.0,k
307.0,302916.0,c
608.0,615009.0,b
389.0,541117.0,k
533.0,886168.0,l
824.0,798322.0,l
763.0,732882.0,k
237.0,849016.0,b
759.0,556544.0,e
168.0,25815.0,k
766.0,937223.0,b
952.0,654632.0,l
728.0,444334.0,b
790.0,283710.0,b
983.0,49298.0,l
739.0,160967.0,i
935.0,115405.0,d
556.0,856095.0,e
444.0,820061.0,i
634.0,493287.0,l
68.0,142530.0,g
859.0,143259.0,b
734.0,440005.0,b
129.0,848205.0,a
250.0,210751.0,h
978.0,199577.0,l
539.0,840273.0,a
943.0,248801.0,k
551.0,702690.0,a
619.0,480891.0,g
878.0,44064.0,f
395.0,576032.0,a
557.0,36837.0,c
33.0,192685.0,d
441.0,18606.0,b
771.0,590501.0,e
831.0,476862.0,k
226.0,681267.0,d
544.0,294059.0,k
5.0,147042.0,k
868.0,468252.0,d
280.0,586734.0,j
751.0,677204.0,h
836.0,448152.0,c
249.0,441196.0,f
860.0,846616.0,c
772.0,462671.0,g
70.0,38936.0,b
799.0,715221.0,e
214.0,648462.0,g
278.0,394687.0,a
961.0,418345.0,b
624.0,21577.0,e
214.0,976609.0,f
227.0,469284.0,f
177.0,747109.0,g
67.0,653238.0,i
325.0,250943.0,l
303.0,971246.0,e
59.0,785302.0,k
49.0,157235.0,k
317.0,463505.0,e
202.0,284151.0,b
975.0,457563.0,g
428.0,262074.0,f
336.0,22900.0,g
423.0,471857.0,g
808.0,212572.0,g
254.0,643988.0,a
880.0,445461.0,d
567.0,7642.0,h
846.0,648659.0,d
419.0,123839.0,l
874.0,218314.0,c
99.0,347637.0,l
290.0,464666.0,c
608.0,450055.0,h
183.0,884877.0,l
386.0,202587.0,a
575.0,418262.0,g
467.0,588331.0,c
861.0,48897.0,a
877.0,680770.0,k
465.0,455660.0,c
813.0,804796.0,i
612.0,897157.0,i
458.0,495273.0,i
78.0,440825.0,g
152.0,835728.0,k
692.0,383534.0,f
766.0,199800.0,l
546.0,343413.0,j
251.0,775218.0,e
958.0,971226.0,h
326.0,763621.0,f
457.0,639038.0,f
520.0,129076.0,e
221.0,682535.0,h
997.0,450554.0,i
9.0,864434.0,j
586.0,945776.0,h
969.0,158891.0,j
761.0,66609.0,e
383.0,710199.0,d
419.0,670406.0,a
201.0,582566.0,g
816.0,314762.0,l
865.0,416476.0,d
443.0,437849.0,l
633.0,148956.0,i
512.0,426972.0,g
651.0,798808.0,j
810.0,858004.0,h
274.0,696232.0,l
492.0,815724.0,c
448.0,714329.0,h
780.0,246645.0,e
1.0,946727.0,g
551.0,770486.0,e
162.0,741300.0,b
180.0,217241.0,i
134.0,791064.0,e
562.0,413628.0,b
966.0,548550.0,j
139.0,416402.0,e
520.0,560666.0,d
189.0,454083.0,i
787.0,822608.0,a
718.0,644956.0,a
957.0,413424.0,l
987.0,326948.0,g
706.0,330167.0,l
206.0,694332.0,j
992.0,220761.0,d
495.0,298337.0,j
77.0,143165.0,b
909.0,518674.0,i
522.0,921829.0,g
375.0,31509.0,k
495.0,679509.0,j
406.0,30189.0,a
79.0,526615.0,k
578.0,533327.0,j
499.0,602190.0,a
423.0,784226.0,d
592.0,136753.0,k
364.0,278277.0,j
378.0,838056.0,h
920.0,81428.0,h
39.0,340478.0,h
248.0,676707.0,k
949.0,71237.0,i
858.0,323593.0,c
956.0,629692.0,h
942.0,549932.0,a
356.0,788553.0,c
800.0,213656.0,d
940.0,765245.0,j
381.0,798706.0,f
176.0,674052.0,k
351.0,470875.0,h
289.0,295206.0,b
414.0,228080.0,k
312.0,722881.0,b
292.0,629587.0,k
944.0,699168.0,f
820.0,550346.0,g
561.0,191778.0,h
409.0,112004.0,a
627.0,713455.0,b
657.0,101991.0,b
614.0,589956.0,j
22.0,122762.0,b
482.0,983788.0,e
113.0,504587.0,f
534.0,494203.0,l
603.0,168709.0,g
912.0,449135.0,k
244.0,547501.0,b
157.0,809342.0,g
720.0,406485.0,k
942.0,280891.0,j
370.0,40092.0,i
923.0,508265.0,c
37.0,569326.0,d
581.0,932897.0,k
78.0,835428.0,d
867.0,338394.0,h
792.0,329289.0,a
813.0,776628.0,c
528.0,550357.0,k
663.0,576252.0,i
760.0,931075.0,a
490.0,237700.0,k
331.0,327352.0,d
336.0,738376.0,i
500.0,59640.0,j
979.0,643151.0,k
30.0,62073.0,c
693.0,840493.0,a
599.0,849754.0,g
567.0,950431.0,j
17.0,551374.0,g
75.0,503582.0,h
981.0,82176.0,l
910.0,594508.0,h
601.0,514340.0,f
516.0,582286.0,k
425.0,99760.0,l
325.0,325366.0,c
171.0,218650.0,d
835.0,552020.0,l
318.0,271704.0,f
704.0,751654.0,d
689.0,132773.0,a
142.0,594796.0,h
338.0,183228.0,a
874.0,458368.0,e
582.0,289182.0,c
871.0,403566.0,j
262.0,93894.0,d
447.0,514734.0,e
325.0,53792.0,b
360.0,879706.0,l
880.0,580206.0,h
777.0,254095.0,g
153.0,903433.0,k
40.0,484926.0,l
424.0,830977.0,d
136.0,15264.0,h
972.0,250324.0,a
975.0,155151.0,i
179.0,282810.0,b
553.0,191212.0,g
221.0,652537.0,k
633.0,990519.0,f
69.0,461066.0,i
309.0,970128.0,i
639.0,586521.0,a
216.0,390639.0,j
777.0,469551.0,a
977.0,492237.0,d
168.0,420008.0,e
379.0,470453.0,d
911.0,255643.0,e
531.0,126191.0,g
880.0,642973.0,d
57.0,85456.0,e
950.0,502267.0,a
71.0,996939.0,a
565.0,507920.0,f
813.0,433613.0,b
217.0,303541.0,i
418.0,818954.0,j
103.0,345707.0,e
809.0,73495.0,f
390.0,44267.0,e
264.0,261425.0,a
501.0,749173.0,g
147.0,178414.0,d
218.0,242137.0,j
55.0,57938.0,l
750.0,572406.0,k
352.0,70358.0,h
193.0,993766.0,j
236.0,328615.0,j
889.0,844803.0,k
972.0,968152.0,d
524.0,859075.0,a
816.0,817866.0,d
959.0,287837.0,h
894.0,247079.0,b
802.0,884804.0,b
156.0,175872.0,k
65.0,209155.0,a
274.0,484388.0,b
112.0,728970.0,g
605.0,525966.0,j
348.0,750895.0,k
568.0,94971.0,e
407.0,157454.0,f
47.0,438689.0,c
682.0,310414.0,b
571.0,204047.0,j
668.0,560758.0,a
690.0,114250.0,d
639.0,584087.0,i
517.0,734621.0,d
908.0,470845.0,i
784.0,838127.0,i
684.0,832932.0,k
400.0,591676.0,d
978.0,364091.0,e
978.0,554393.0,a
164.0,962196.0,f
165.0,476258.0,l
694.0,754231.0,g
655.0,421987.0,j
139.0,130208.0,k
312.0,74341.0,f
770.0,425287.0,c
677.0,206628.0,k
702.0,240741.0,h
822.0,421649.0,g
920.0,688341.0,c
359.0,972040.0,b
225.0,784605.0,b
247.0,597382.0,a
468.0,763549.0,l
404.0,964744.0,g
700.0,799273.0,h
929.0,135629.0,b
692.0,787567.0,e
428.0,106396.0,g
265.0,852612.0,a
993.0,97940.0,b
100.0,738517.0,f
228.0,557558.0,k
220.0,27072.0,i
93.0,13329.0,d
251.0,292976.0,a
54.0,869960.0,j
144.0,617337.0,e
613.0,297141.0,l
223.0,810513.0,l
19.0,537565.0,e
974.0,839407.0,c
275.0,878604.0,l
568.0,682130.0,i
432.0,252307.0,c
344.0,790848.0,e
710.0,755002.0,i
585.0,101042.0,a
694.0,954130.0,g
846.0,417575.0,b
430.0,886739.0,d
444.0,889568.0,f
949.0,297573.0,i
600.0,256971.0,g
206.0,336282.0,j
128.0,352950.0,l
476.0,33294.0,l
999.0,232618.0,g
14.0,201185.0,h
863.0,881579.0,k
697.0,654169.0,h
355.0,746297.0,d
404.0,536335.0,l
289.0,760737.0,a
884.0,5990.0,k
327.0,945308.0,c
894.0,737501.0,i
853.0,825926.0,b
437.0,148573.0,e
172.0,743961.0,j
400.0,491264.0,g
558.0,313926.0,d
444.0,430476.0,e
309.0,940899.0,l
108.0,897663.0,e
554.0,744469.0,h
965.0,403491.0,k
853.0,39375.0,k
895.0,251856.0,l
668.0,80261.0,b
41.0,819984.0,c
27.0,33380.0,b
498.0,125383.0,k
103.0,821550.0,b
300.0,137249.0,d
989.0,339510.0,b
496.0,819726.0,b
9.0,885023.0,b
129.0,157564.0,j
385.0,463363.0,b
310.0,649135.0,g
208.0,59556.0,d
388.0,719460.0,k
894.0,77008.0,g
928.0,461391.0,j
688.0,309154.0,b
572.0,795173.0,g
612.0,472323.0,f
287.0,916358.0,f
157.0,354164.0,d
651.0,495149.0,g
822.0,670013.0,c
470.0,518865.0,d
75.0,911186.0,l
29.0,444058.0,c
753.0,455449.0,g
64.0,270160.0,h
435.0,562544.0,d
248.0,222582.0,h
350.0,8211.0,b
907.0,778712.0,l
706.0,205133.0,g
752.0,46509.0,c
429.0,535656.0,a
815.0,105835.0,f
952.0,444048.0,h
220.0,270482.0,a
181.0,752768.0,g
965.0,628548.0,e
129.0,74834.0,d
110.0,558734.0,k
770.0,615878.0,d
763.0,40929.0,b
392.0,184579.0,l
257.0,680817.0,b
528.0,935298.0,e
564.0,631805.0,f
551.0,799297.0,l
963.0,174034.0,d
613.0,353722.0,c
371.0,196860.0,c
703.0,688068.0,h
360.0,258381.0,d
690.0,38794.0,g
219.0,826668.0,g
947.0,464118.0,e
836.0,195199.0,f
470.0,573655.0,j
781.0,54802.0,k
193.0,86478.0,j
254.0,705380.0,k
506.0,937576.0,j
57.0,111014.0,d
361.0,537396.0,g
89.0,511059.0,i
938.0,50084.0,e
658.0,186062.0,d
57.0,288126.0,a
203.0,656183.0,b
489.0,512192.0,j
248.0,13878.0,c
843.0,931436.0,h
326.0,747339.0,f
612.0,756145.0,h
816.0,550589.0,h
622.0,196811.0,d
413.0,897800.0,e
550.0,949884.0,l
883.0,902073.0,l
252.0,600700.0,e
68.0,441779.0,g
977.0,727419.0,b
657.0,773082.0,e
45.0,216275.0,l
771.0,796993.0,g
166.0,951026.0,k
831.0,7540.0,c
101.0,868768.0,g
843.0,454681.0,i
88.0,395822.0,a
739.0,885931.0,k
966.0,583946.0,c
239.0,742277.0,h
582.0,114875.0,k
401.0,338349.0,f
951.0,616635.0,a
922.0,700745.0,d
773.0,382545.0,c
177.0,529771.0,h
620.0,233885.0,l
65.0,463914.0,i
402.0,567394.0,g
83.0,988219.0,d
221.0,825547.0,d
466.0,158074.0,e
504.0,475196.0,e
104.0,432945.0,i
198.0,499815.0,g
526.0,307662.0,j
431.0,338229.0,f
575.0,789873.0,l
708.0,14687.0,d
301.0,226171.0,h
237.0,22083.0,i
898.0,692566.0,c
156.0,893168.0,i
534.0,843921.0,b
195.0,761044.0,g
937.0,118716.0,l
866.0,164991.0,i
67.0,490722.0,j
717.0,318660.0,f
793.0,212112.0,g
246.0,896105.0,d
397.0,159461.0,i
670.0,694120.0,k
852.0,257890.0,h
405.0,632834.0,g
976.0,96645.0,k
852.0,773184.0,b
238.0,406463.0,h
796.0,379255.0,b
753.0,233847.0,a
493.0,675356.0,j
47.0,360655.0,h
842.0,807131.0,g
869.0,497759.0,c
895.0,997557.0,k
262.0,921597.0,b
176.0,680394.0,i
240.0,995818.0,a
709.0,217671.0,l
80.0,6855.0,e
110.0,998139.0,i
404.0,426053.0,h
510.0,747528.0,i
324.0,312078.0,h
606.0,932669.0,l
817.0,867614.0,b
457.0,511327.0,h
313.0,371715.0,a
982.0,912570.0,a
144.0,317294.0,h
917.0,431254.0,c
36.0,901154.0,l
857.0,247957.0,b
804.0,184458.0,a
669.0,553019.0,l
29.0,239758.0,k
596.0,406151.0,d
666.0,106205.0,b
374.0,544116.0,k
313.0,694437.0,g
88.0,168072.0,d
359.0,898061.0,f
765.0,859933.0,l
152.0,763423.0,a
627.0,833027.0,b
89.0,378988.0,i
699.0,812061.0,h
722.0,155685.0,e
68.0,869876.0,j
493.0,144064.0,a
166.0,598740.0,b
263.0,657171.0,k
930.0,53939.0,j
552.0,759169.0,f
560.0,941185.0,h
229.0,590591.0,h
217.0,72840.0,k
853.0,662428.0,i
749.0,507875.0,k
826.0,1516.0,d
219.0,199159.0,c
944.0,885626.0,k
586.0,357036.0,a
397.0,284204.0,c
178.0,918846.0,e
474.0,513532.0,j
55.0,757055.0,f
31.0,981434.0,i
972.0,477873.0,d
570.0,535566.0,c
908.0,697169.0,c
226.0,180171.0,d
782.0,337875.0,a
255.0,506307.0,h
183.0,671389.0,k
495.0,243325.0,c
774.0,934181.0,h
669.0,47867.0,c
845.0,610810.0,c
399.0,97919.0,i
803.0,245954.0,k
637.0,265255.0,e
522.0,803965.0,k
11.0,757942.0,c
306.0,349837.0,b
272.0,410164.0,c
826.0,999466.0,i
454.0,665364.0,k
191.0,39724.0,e
935.0,341319.0,d
456.0,576848.0,j
611.0,54832.0,j
987.0,140201.0,a
765.0,706774.0,d
952.0,538624.0,d
75.0,28542.0,l
975.0,553682.0,f
425.0,176016.0,k
68.0,178955.0,k
970.0,169368.0,g
188.0,150316.0,h
691.0,936447.0,h
509.0,620139.0,a
705.0,460248.0,b
472.0,985285.0,c
699.0,223810.0,d
607.0,707642.0,j
870.0,633500.0,g
904.0,589949.0,h
993.0,465283.0,g
151.0,566587.0,e
467.0,638387.0,c
88.0,765376.0,l
606.0,857393.0,j
912.0,719194.0,g
708.0,325872.0,h
518.0,774523.0,e
809.0,336100.0,b
630.0,560980.0,c
977.0,276274.0,j
879.0,533590.0,i
303.0,325982.0,i
866.0,632582.0,f
464.0,782293.0,j
134.0,607665.0,a
304.0,207483.0,k
816.0,637165.0,g
331.0,343066.0,c
834.0,734243.0,c
648.0,379800.0,d
657.0,820519.0,b
886.0,358954.0,d
633.0,272170.0,j
21.0,575092.0,l
519.0,416590.0,c
685.0,899365.0,j
305.0,826144.0,h
906.0,242923.0,f
48.0,174660.0,d
534.0,270967.0,j
197.0,739780.0,d
996.0,533524.0,l
761.0,769238.0,f
900.0,294042.0,a
612.0,669839.0,f
466.0,974397.0,e
711.0,215129.0,a
177.0,486530.0,i
240.0,944569.0,i
139.0,362340.0,d
301.0,133208.0,l
31.0,940631.0,e
488.0,40922.0,k
838.0,559217.0,b
248.0,227753.0,i
524.0,758438.0,j
188.0,646293.0,c
735.0,704937.0,h
235.0,932310.0,l
414.0,883807.0,f
125.0,888916.0,h
767.0,296970.0,j
763.0,890370.0,k
415.0,583572.0,b
348.0,679473.0,a
761.0,537348.0,c
755.0,712331.0,a
955.0,161085.0,c
363.0,824145.0,h
915.0,769218.0,e
842.0,680620.0,l
771.0,784600.0,c
14.0,237883.0,j
224.0,982472.0,d
481.0,550634.0,d
850.0,244871.0,c
761.0,426131.0,k
60.0,696113.0,c
684.0,131369.0,l
693.0,558583.0,k
198.0,443136.0,j
779.0,263644.0,f
153.0,635530.0,a
234.0,263189.0,d
607.0,11710.0,h
424.0,844128.0,f
80.0,383364.0,j
586.0,450148.0,g
625.0,989175.0,c
114.0,800376.0,c
401.0,662232.0,b
273.0,121120.0,i
17.0,997514.0,a
21.0,72267.0,a
31.0,818360.0,j
751.0,944679.0,l
623.0,414587.0,g
313.0,28465.0,c
417.0,793792.0,e
131.0,56629.0,e
564.0,670557.0,b
318.0,526672.0,j
450.0,596555.0,d
145.0,102343.0,j
652.0,867774.0,c
93.0,604501.0,b
248.0,703752.0,a
10.0,974937.0,g
152.0,865893.0,l
994.0,755525.0,e
428.0,417187.0,l
106.0,695401.0,g
335.0,958732.0,f
343.0,680984.0,e
355.0,665802.0,b
721.0,575837.0,j
368.0,793382.0,d
63.0,944844.0,j
551.0,894478.0,b
40.0,538739.0,d
434.0,534842.0,e
20.0,588763.0,h
404.0,516164.0,h
13.0,620292.0,d
693.0,430912.0,i
871.0,888945.0,g
175.0,451886.0,a
671.0,145417.0,c
400.0,152847.0,l
598.0,399493.0,a
772.0,472107.0,j
885.0,560127.0,i
877.0,137758.0,g
629.0,157925.0,g
65.0,785904.0,d
66.0,170140.0,h
378.0,477061.0,f
825.0,491104.0,a
806.0,318464.0,c
137.0,548555.0,a
486.0,534898.0,f
591.0,323608.0,k
702.0,858650.0,h
237.0,1984.0,b
397.0,200060.0,a
233.0,465411.0,c
24.0,951212.0,h
342.0,596516.0,f
657.0,814250.0,a
515.0,2462.0,j
974.0,374184.0,b
79.0,376740.0,e
761.0,345273.0,g
420.0,668373.0,c
479.0,587903.0,h
680.0,26880.0,d
263.0,682118.0,d
797.0,435152.0,f
188.0,467502.0,j
169.0,423633.0,b
28.0,537473.0,g
700.0,231419.0,c
468.0,241016.0,k
675.0,135657.0,i
111.0,36230.0,h
198.0,489852.0,l
185.0,594917.0,k
613.0,509774.0,g
957.0,796498.0,e
633.0,248884.0,i
624.0,406848.0,c
309.0,452384.0,g
344.0,975013.0,i
963.0,178920.0,j
946.0,108063.0,d
119.0,587233.0,k
855.0,369739.0,f
393.0,564367.0,k
761.0,447131.0,f
213.0,334573.0,h
583.0,902628.0,f
748.0,3441.0,k
26.0,909677.0,g
129.0,268798.0,l
698.0,371220.0,h
886.0,30792.0,b
126.0,338726.0,j
222.0,426233.0,e
637.0,169289.0,d
65.0,992556.0,k
531.0,184852.0,e
113.0,273351.0,a
788.0,673327.0,h
470.0,398195.0,c
356.0,183164.0,i
254.0,495188.0,c
821.0,80573.0,i
131.0,223718.0,f
85.0,359350.0,j
46.0,963944.0,h
307.0,883365.0,g
241.0,892513.0,k
276.0,289462.0,e
249.0,265528.0,b
835.0,231591.0,e
130.0,447643.0,g
105.0,78675.0,g
406.0,176465.0,i
430.0,251081.0,h
991.0,920528.0,i
194.0,57978.0,c
536.0,160632.0,b
420.0,359203.0,e
646.0,671439.0,g
148.0,925915.0,i
502.0,327757.0,e
110.0,58639.0,h
513.0,441546.0,d
398.0,173726.0,j
429.0,918415.0,h
96.0,781442.0,a
345.0,883329.0,i
822.0,9737.0,h
293.0,132096.0,b
755.0,737873.0,i
23.0,812763.0,j
348.0,115835.0,e
556.0,398450.0,f
371.0,206221.0,i
99.0,56028.0,l
836.0,744093.0,k
205.0,649022.0,d
830.0,504851.0,f
846.0,224389.0,d
685.0,878338.0,l
165.0,337188.0,a
633.0,240719.0,k
250.0,657315.0,d
54.0,630923.0,i
805.0,445103.0,j
868.0,402041.0,d
211.0,18818.0,h
949.0,904452.0,d
309.0,853187.0,k
153.0,790448.0,h
135.0,453481.0,i
669.0,168518.0,d
654.0,648983.0,f
644.0,162969.0,h
7.0,18197.0,c
969.0,11769.0,a
888.0,981901.0,f
281.0,594263.0,g
725.0,363606.0,f
397.0,536278.0,d
951.0,951836.0,h
792.0,966345.0,l
621.0,780833.0,d
310.0,326177.0,i
786.0,622457.0,a
516.0,172856.0,e
829.0,116652.0,l
235.0,442185.0,h
854.0,738763.0,c
893.0,165896.0,c
337.0,918494.0,h
437.0,692497.0,b
713.0,922179.0,e
819.0,97795.0,c
640.0,985353.0,l
340.0,27901.0,g
654.0,645590.0,e
6.0,69558.0,e
702.0,206004.0,b
984.0,72232.0,k
751.0,408851.0,h
711.0,722926.0,f
278.0,73688.0,c
646.0,731839.0,k
213.0,567617.0,e
673.0,188794.0,a
839.0,965748.0,j
485.0,906274.0,g
20.0,344753.0,d
810.0,108617.0,b
37.0,768228.0,d
204.0,748468.0,g
399.0,990790.0,i
54.0,164156.0,h
775.0,710125.0,k
763.0,413127.0,c
854.0,812432.0,c
885.0,850976.0,h
324.0,500584.0,k
546.0,337256.0,j
529.0,711814.0,k
824.0,825044.0,c
462.0,826357.0,g
889.0,650433.0,i
769.0,615177.0,a
739.0,425592.0,i
139.0,786328.0,g
705.0,180364.0,d
505.0,87687.0,f
244.0,560277.0,f
938.0,974387.0,b
404.0,702523.0,k
163.0,938590.0,h
396.0,817647.0,a
370.0,669638.0,d
934.0,581544.0,d
954.0,329490.0,j
53.0,512686.0,b
670.0,539115.0,a
72.0,222460.0,f
762.0,602109.0,e
465.0,263432.0,c
632.0,258764.0,i
357.0,603124.0,b
686.0,659277.0,h
774.0,672190.0,d
612.0,156731.0,e
583.0,560691.0,f
423.0,192887.0,i
835.0,919912.0,g
898.0,299047.0,b
380.0,256149.0,f
821.0,523397.0,b
493.0,553586.0,f
753.0,720180.0,l
633.0,514675.0,h
568.0,526209.0,f
20.0,435746.0,c
382.0,123353.0,d
915.0,82514.0,a
996.0,430400.0,k
271.0,130744.0,k
784.0,837624.0,f
36.0,685741.0,g
220.0,78649.0,h
766.0,405660.0,g
977.0,189376.0,i
148.0,316470.0,d
72.0,962487.0,e
920.0,888513.0,g
340.0,891713.0,b
860.0,919895.0,a
560.0,778851.0,c
871.0,816840.0,g
187.0,167351.0,k
656.0,921100.0,e
919.0,990848.0,b
945.0,144711.0,d
146.0,951865.0,g
901.0,523718.0,a
514.0,312673.0,d
647.0,536966.0,f
709.0,462644.0,b
277.0,636084.0,g
334.0,258231.0,g
72.0,486515.0,h
425.0,737260.0,l
887.0,1890.0,f
466.0,794299.0,b
929.0,434687.0,j
734.0,298874.0,a
959.0,998271.0,c
198.0,691590.0,k
742.0,173893.0,f
144.0,563204.0,e
438.0,219542.0,l
945.0,272301.0,e
212.0,311851.0,c
160.0,13118.0,e
983.0,43441.0,h
897.0,638675.0,b
333.0,169918.0,k
47.0,111641.0,f
717.0,807010.0,j
292.0,608002.0,k
943.0,883875.0,g
305.0,300758.0,a
773.0,782333.0,j
938.0,572223.0,d
370.0,974395.0,b
765.0,907103.0,l
527.0,979316.0,c
655.0,92816.0,i
663.0,576589.0,l
222.0,958650.0,d
420.0,571455.0,b
313.0,329196.0,g
627.0,273563.0,l
322.0,308020.0,j
213.0,473407.0,i
375.0,125948.0,e
175.0,39086.0,l
792.0,498196.0,i
210.0,627153.0,j
928.0,677502.0,f
500.0,174537.0,i
790.0,701231.0,a
631.0,757457.0,c
336.0,639296.0,l
896.0,70952.0,b
187.0,859176.0,d
225.0,387484.0,g
777.0,811104.0,b
911.0,855921.0,a
948.0,552082.0,e
971.0,920940.0,j
918.0,714659.0,j
855.0,108122.0,j
556.0,711856.0,k
404.0,466927.0,c
480.0,594473.0,b
497.0,503195.0,e
638.0,853102.0,f
769.0,226274.0,a
996.0,66486.0,f
12.0,604284.0,e
34.0,778280.0,g
299.0,448880.0,j
584.0,894828.0,i
653.0,766528.0,b
415.0,789556.0,h
759.0,32624.0,i
590.0,244102.0,i
38.0,243893.0,g
528.0,581347.0,d
549.0,649387.0,c
85.0,144746.0,i
758.0,427382.0,f
319.0,834715.0,g
140.0,930607.0,g
879.0,641978.0,e
547.0,812974.0,c
131.0,250531.0,b
507.0,682304.0,i
523.0,76207.0,g
66.0,899767.0,g
137.0,60625.0,b
697.0,667930.0,b
987.0,729887.0,c
863.0,278746.0,h
933.0,27645.0,j
303.0,967626.0,i
672.0,42117.0,f
479.0,742128.0,g
637.0,972405.0,l
574.0,348420.0,g
982.0,852650.0,h
728.0,285390.0,b
192.0,355368.0,g
223.0,249837.0,c
684.0,732800.0,k
358.0,127100.0,j
356.0,149931.0,f
484.0,54940.0,f
966.0,931677.0,a
131.0,748923.0,a
148.0,948535.0,i
81.0,171340.0,j
488.0,935393.0,f
527.0,935566.0,j
683.0,681989.0,a
887.0,139357.0,l
121.0,16630.0,i
180.0,719095.0,a
805.0,182346.0,l
304.0,625622.0,k
569.0,926866.0,l
568.0,491868.0,a
424.0,971978.0,l
41.0,302096.0,l
947.0,427301.0,h
754.0,574826.0,j
158.0,150047.0,j
135.0,657025.0,i
433.0,167584.0,h
